PeriodEnd,PeriodStart,Period,AirTemp,Dni
2020-01-02T21:30:00Z,2020-01-02T21:15:00Z,PT15M,17.5,643
2020-01-02T21:45:00Z,2020-01-02T21:30:00Z,PT15M,18.0,675
2020-01-02T22:00:00Z,2020-01-02T21:45:00Z,PT15M,18.6,704
2020-01-02T22:15:00Z,2020-01-02T22:00:00Z,PT15M,19.1,730
2020-01-02T22:30:00Z,2020-01-02T22:15:00Z,PT15M,19.8,752
2020-01-02T22:45:00Z,2020-01-02T22:30:00Z,PT15M,20.4,772
2020-01-02T23:00:00Z,2020-01-02T22:45:00Z,PT15M,21.1,785
2020-01-02T23:15:00Z,2020-01-02T23:00:00Z,PT15M,21.6,612
2020-01-02T23:30:00Z,2020-01-02T23:15:00Z,PT15M,21.9,573
2020-01-02T23:45:00Z,2020-01-02T23:30:00Z,PT15M,22.3,645
2020-01-03T00:00:00Z,2020-01-02T23:45:00Z,PT15M,22.6,845
2020-01-03T00:15:00Z,2020-01-03T00:00:00Z,PT15M,23.1,863
2020-01-03T00:30:00Z,2020-01-03T00:15:00Z,PT15M,23.6,875
2020-01-03T00:45:00Z,2020-01-03T00:30:00Z,PT15M,24.1,886
2020-01-03T01:00:00Z,2020-01-03T00:45:00Z,PT15M,24.7,896
2020-01-03T01:15:00Z,2020-01-03T01:00:00Z,PT15M,25.1,905
2020-01-03T01:30:00Z,2020-01-03T01:15:00Z,PT15M,25.6,911
2020-01-03T01:45:00Z,2020-01-03T01:30:00Z,PT15M,26.0,918
2020-01-03T02:00:00Z,2020-01-03T01:45:00Z,PT15M,26.5,923
2020-01-03T02:15:00Z,2020-01-03T02:00:00Z,PT15M,26.9,927
2020-01-03T02:30:00Z,2020-01-03T02:15:00Z,PT15M,27.4,931
2020-01-03T02:45:00Z,2020-01-03T02:30:00Z,PT15M,27.8,926
2020-01-03T03:00:00Z,2020-01-03T02:45:00Z,PT15M,28.3,913
2020-01-03T03:15:00Z,2020-01-03T03:00:00Z,PT15M,28.7,900
2020-01-03T03:30:00Z,2020-01-03T03:15:00Z,PT15M,29.2,886
2020-01-03T03:45:00Z,2020-01-03T03:30:00Z,PT15M,29.6,879
2020-01-03T04:00:00Z,2020-01-03T03:45:00Z,PT15M,30.0,876
2020-01-03T04:15:00Z,2020-01-03T04:00:00Z,PT15M,30.3,873
2020-01-03T04:30:00Z,2020-01-03T04:15:00Z,PT15M,30.5,869
2020-01-03T04:45:00Z,2020-01-03T04:30:00Z,PT15M,30.6,862
2020-01-03T05:00:00Z,2020-01-03T04:45:00Z,PT15M,30.8,853
2020-01-03T05:15:00Z,2020-01-03T05:00:00Z,PT15M,30.9,844
2020-01-03T05:30:00Z,2020-01-03T05:15:00Z,PT15M,31.0,833
2020-01-03T05:45:00Z,2020-01-03T05:30:00Z,PT15M,31.1,813
2020-01-03T06:00:00Z,2020-01-03T05:45:00Z,PT15M,31.2,777
2020-01-03T06:15:00Z,2020-01-03T06:00:00Z,PT15M,31.2,392
2020-01-03T06:30:00Z,2020-01-03T06:15:00Z,PT15M,31.3,418
2020-01-03T06:45:00Z,2020-01-03T06:30:00Z,PT15M,31.3,685
2020-01-03T07:00:00Z,2020-01-03T06:45:00Z,PT15M,31.4,649
2020-01-03T07:15:00Z,2020-01-03T07:00:00Z,PT15M,31.3,423
2020-01-03T07:30:00Z,2020-01-03T07:15:00Z,PT15M,31.2,484
2020-01-03T07:45:00Z,2020-01-03T07:30:00Z,PT15M,31.1,350
2020-01-03T08:00:00Z,2020-01-03T07:45:00Z,PT15M,31.0,265
2020-01-03T08:15:00Z,2020-01-03T08:00:00Z,PT15M,30.7,176
2020-01-03T08:30:00Z,2020-01-03T08:15:00Z,PT15M,30.2,70
2020-01-03T08:45:00Z,2020-01-03T08:30:00Z,PT15M,29.7,11
2020-01-03T09:00:00Z,2020-01-03T08:45:00Z,PT15M,29.1,0
2020-01-03T09:15:00Z,2020-01-03T09:00:00Z,PT15M,28.6,4
2020-01-03T09:30:00Z,2020-01-03T09:15:00Z,PT15M,28.1,23
2020-01-03T09:45:00Z,2020-01-03T09:30:00Z,PT15M,27.5,6
2020-01-03T10:00:00Z,2020-01-03T09:45:00Z,PT15M,27.0,0
2020-01-03T10:15:00Z,2020-01-03T10:00:00Z,PT15M,26.6,0
2020-01-03T10:30:00Z,2020-01-03T10:15:00Z,PT15M,26.3,0
